vintage,score,release_price,bottle_name,winery,review_text,Magazine,review_link,region,source,varietal,wine_id,Region
2010,86,$35,Syrah Rogue Valley,Del Rio,"Tangy, with a tart edge to the blackberry and floral flavors. Open-textured finish. Drink now through 2015. 650 cases made.","Magazine Issue Oct 15, 2012",https://www.winespectator.com/wine/wine-detail/id/329498/name/del-rio-syrah-rogue-valley-2010,"['Oregon', 'Southern Oregon', 'Rogue Valley']",Wine Spectator,Shiraz/Syrah,329498,
2010,84,$28,Syrah Southern Oregon,Spangler,"This earthy, meaty style offers spicy, smoky and roasted flavors, with more tomato notes than stone fruit in the profile, finishing dark. Drink now through 2017. 185 cases made.","Magazine Issue Feb 28, 2014",https://www.winespectator.com/wine/wine-detail/id/357729/name/spangler-syrah-southern-oregon-2010,"['Oregon', 'Southern Oregon']",Wine Spectator,Shiraz/Syrah,357729,
2010,88,$30,Brut Pinot Noir Dundee Hills Black,Argyle,"An Australian-style sparkling red, with the Pinot Noir flavors accented by a fine bead. Save this for the next turkey dinner. Drink now. 534 cases made.","Magazine Issue Dec 15, 2013",https://www.winespectator.com/wine/wine-detail/id/355930/name/argyle-brut-pinot-noir-dundee-hills-black-2010,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator,Sparkling Wines,355930,
2010,85,$45,Blanc de Gris Willamette Valley,Lichen,"Crisp and tangy, with aggressive effervescence to the tart apple and pear flavors, finishing with a touch of wet earth. Pinot Gris. Drink now. 102 cases made.","Magazine Issue Nov 15, 2015",https://www.winespectator.com/wine/wine-detail/id/402619/name/lichen-blanc-de-gris-willamette-valley-2010,"['Oregon', 'Willamette Valley']",Wine Spectator,Sparkling Wines,402619,
2010,90,$28,Tempranillo Rogue Valley,Upper Five,"Fresh and vibrant, with dense red pepper-accented cherry and black pepper flavors, lingering against lightly gritty tannins on the generous finish. Drink now through 2017. 100 cases made.","Magazine Issue Feb 28, 2013",https://www.winespectator.com/wine/wine-detail/id/336579/name/upper-five-tempranillo-rogue-valley-2010,"['Oregon', 'Southern Oregon', 'Rogue Valley']",Wine Spectator,Tempranillo,336579,
2010,86,$28,Tempranillo Rogue Valley,Ledger David,"Scratchy tannins underlie a generous core of ripe blackberry and dark plum flavors, lingering on the open-textured finish. Best from 2015 through 2017. 247 cases made.","Magazine Issue Feb 28, 2014",https://www.winespectator.com/wine/wine-detail/id/357731/name/ledger-david-tempranillo-rogue-valley-2010,"['Oregon', 'Southern Oregon', 'Rogue Valley']",Wine Spectator,Tempranillo,357731,
2010,85,$38,Tempranillo Rogue Valley,Griffin Creek,"Supple and expressive, reining in currant and dark plum flavors to balance the hints of tomato and spice, lingering gently. Drink now through 2017. 292 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/379947/name/griffin-creek-tempranillo-rogue-valley-2010,"['Oregon', 'Southern Oregon', 'Rogue Valley']",Wine Spectator,Tempranillo,379947,
2010,87,$24,Viognier Yamhill-Carlton District Deux Vert Vineyard,Et Fille,"Spicy and appealing in flavor, offering pear and cinnamon flavors with a bit more raw texture than Viognier usually shows. Drink now through 2014. 87 cases made.","Magazine Issue Aug 31, 2012",https://www.winespectator.com/wine/wine-detail/id/323823/name/et-fille-viognier-yamhill-carlton-district-deux-vert-vineyard-2010,"['Oregon', 'Willamette Valley', 'Yamhill-Carlton District']",Wine Spectator,Viognier,323823,
2010,95,$45,Pinot Noir Dundee Hills ??? Vineyards,Ayoub,"Vibrant, elegant and complex, with pinpoint focus to the currant, plum and mineral flavors. A nice layer of allspice and white chocolate adds smoothness to the long, vivid and gloriously transparent finish. Drink now through 2020. 175 cases made.","Magazine Issue Dec 15, 2012",https://www.winespectator.com/wine/wine-detail/id/331824/name/ayoub-pinot-noir-dundee-hills-%3F%3F%3F-vineyards-2010,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator,Pinot Noir,331824,
2010,95,$65,Pinot Noir Willamette Valley Evenstad Reserve,Domaine Serene,"A vibrant, focused and deliciously complex red, offering raspberry, cherry, cinnamon, mocha and subtle sage notes rolling through the long and expressive finish. Deft. Drink now through 2020. 6,000 cases made.","Magazine Issue Nov 30, 2013",https://www.winespectator.com/wine/wine-detail/id/355180/name/domaine-serene-pinot-noir-willamette-valley-evenstad-reserve-2010,"['Oregon', 'Willamette Valley']",Wine Spectator,Pinot Noir,355180,
2019,96,$65,Pinot Noir Yamhill-Carlton Résonance Vineyard,Résonance,"Impressive and compelling, this Pinot epitomizes the best of Willamette Valley. Impeccably structured, this combines depth and grace with expressive raspberry, fresh violet and crushed stone accents that take on polish and richness on the lingering, savory finish. Drink now through 2032. 1,211 cases made.","Magazine Issue Jul 31, 2022",https://www.winespectator.com/wine/wine-detail/id/1288304/name/r%C3%A9sonance-pinot-noir-yamhill-carlton-r%C3%A9sonance-vineyard-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Yamhill-Carlton']"
2019,95,$80,Pinot Noir Chehalem Mountains Silice,Bergström,"Polished, rich and luscious, offering vibrant black raspberry, baking spice and savory anise flavors. A knockout of a Pinot. Drink now through 2030. 611 cases made.",Magazine Issue Web Only - 2021,https://www.winespectator.com/wine/wine-detail/id/1281834/name/bergstr%C3%B6m-pinot-noir-chehalem-mountains-silice-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Chehalem Mountains']"
2019,95,$80,Pinot Noir Ribbon Ridge Le Pré Du Col Vineyard,Bergström,"A lovely red, refined and generous, with vibrant black cherry flavors accented by wildflower, orange peel and dusky spice, building structure toward refined tannins. Drink now through 2030. 686 cases made.",Magazine Issue Web Only - 2021,https://www.winespectator.com/wine/wine-detail/id/1281837/name/bergstr%C3%B6m-pinot-noir-ribbon-ridge-le-pr%C3%A9-du-col-vineyard-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Ribbon Ridge']"
2019,95,$35,Pinot Noir Eola-Amity Hills,Drouhin Oregon Roserock,"This version is defined by a beam of vibrant acidity and tannins framed by refined blueberry and cherry flavors, accented by stony minerality and dusky spiced tea. Drink now through 2031. 6,745 cases made.","Magazine Issue Feb 28, 2022",https://www.winespectator.com/wine/wine-detail/id/1282987/name/drouhin-oregon-roserock-pinot-noir-eola-amity-hills-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']"
2019,95,$100,Chardonnay Eola-Amity Hills Summum Seven Springs Estate,Evening Land,"Shows dimension and presence, with elegantly multilayered flavors of Meyer lemon, apple skin, yeasty lees and crushed stone that gather richness and steely opulence on the lingering finish. Drink now through 2023. 327 cases made.","Magazine Issue Aug 31, 2022",https://www.winespectator.com/wine/wine-detail/id/1287406/name/evening-land-chardonnay-eola-amity-hills-summum-seven-springs-estate-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']"
2019,95,$75,Pinot Noir Eola-Amity Hills La Source Seven Springs Estate,Evening Land,"A wine of precision and dimension, this is buoyed by a vibrant acidic, tannic backbone and framed by bright cherry and forest floor accents, which build richness toward the refined tannins. Drink now through 2031. 545 cases made.","Magazine Issue Jul 31, 2022",https://www.winespectator.com/wine/wine-detail/id/1287405/name/evening-land-pinot-noir-eola-amity-hills-la-source-seven-springs-estate-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']"
2019,95,$75,Pinot Noir Eola-Amity Hills Temperance Hill Vineyard,Lavinea,"A dynamic red that’s refined but distinctive, with expressive raspberry, clove and other dusky and smoky spices. Builds richness on the savory finish. Drink now through 2030. 340 cases made.","Magazine Issue Aug 31, 2022",https://www.winespectator.com/wine/wine-detail/id/1286775/name/lavinea-pinot-noir-eola-amity-hills-temperance-hill-vineyard-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']"
2019,95,$90,Pinot Noir McMinnville Momtazi,Nicolas-Jay,"A wine of dimension and detail, this Pinot is the complete package, offering polished, multilayered flavors of raspberry, blueberry, orange peel and dusky spices that build richness and tension toward refined tannins. Drink now through 2030. 195 cases made.","Magazine Issue Nov 15, 2022",https://www.winespectator.com/wine/wine-detail/id/1291050/name/nicolas-jay-pinot-noir-mcminnville-momtazi-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'McMinnville']"
2019,95,$55,Pinot Noir Willamette Valley,Nicolas-Jay,"A lovely wine, supple and harmonious, with multilayered raspberry and cherry flavors that mix with brown baking spices and a hint of mineral as this builds richness and tension toward polished tannins. Drink now through 2030. 495 cases made.",Magazine Issue Web Only - 2022,https://www.winespectator.com/wine/wine-detail/id/1291046/name/nicolas-jay-pinot-noir-willamette-valley-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley']"
2019,95,$75,Pinot Noir Eola-Amity Hills Zena Crown Vineyard,Penner-Ash,"Sinewy structure meets harmony and polish in this red, which offers vibrant raspberry and blueberry flavors that take on accents of violet, crushed stone and dusky spice. Finishes with refined tannins. Drink now through 2031. 485 cases made.","Magazine Issue Jul 31, 2022",https://www.winespectator.com/wine/wine-detail/id/1287513/name/penner-ash-pinot-noir-eola-amity-hills-zena-crown-vineyard-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']"
2019,95,$100,Pinot Noir Ribbon Ridge Amphora,Sequitur,"Impressively detailed and expressive, with raspberry and guava flavors that draw in dusky spice and orange peel accents as this builds richness on the long, polished finish. Drink now through 2030. 46 cases made.","Magazine Issue Oct 31, 2021",https://www.winespectator.com/wine/wine-detail/id/1276972/name/sequitur-pinot-noir-ribbon-ridge-amphora-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Ribbon Ridge']"
2019,94,$70,Pinot Noir Dundee Hills West Blocks Sedimentary Soils,Alexana,"This red combines structure and polish, offering deep raspberry, zesty cinnamon and other spice notes as this expands and fleshes out on the long finish. Drink now through 2030. 368 cases made.","Magazine Issue Mar 31, 2022",https://www.winespectator.com/wine/wine-detail/id/1283563/name/alexana-pinot-noir-dundee-hills-west-blocks-sedimentary-soils-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Dundee Hills']"
2019,94,$90,Pinot Noir Dundee Hills Renegade Ridge Vineyard,Archery Summit,"Dynamic and multilayered, with expressive guava and raspberry flavors that draw in orange blossom, cardamom and other savory spice notes. Finishes with refined tannins. Drink now through 2030. 235 cases made.","Magazine Issue Mar 31, 2022",https://www.winespectator.com/wine/wine-detail/id/1286444/name/archery-summit-pinot-noir-dundee-hills-renegade-ridge-vineyard-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Dundee Hills']"
2019,94,$85,Pinot Noir Eola-Amity Hills Zena Crown,Beaux Frères,"Finesse meets structure, with expressive cherry and blueberry flavors that take on notes of orange peel, stony minerality and dusky spice, building momentum toward polished tannins. Drink now through 2030. 253 cases made.","Magazine Issue Nov 15, 2021",https://www.winespectator.com/wine/wine-detail/id/1276973/name/beaux-fr%C3%A8res-pinot-noir-eola-amity-hills-zena-crown-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']"
2019,94,$105,Pinot Noir Ribbon Ridge The Beaux Frères Vineyard,Beaux Frères,"Taut with tension, this slowly unwinds with complex cherry and guava flavors that are laced with notes of fresh tarragon and hints of river stone, building richness toward medium-grained tannins. Drink now through 2030. 2,355 cases made.","Magazine Issue Oct 31, 2021",https://www.winespectator.com/wine/wine-detail/id/1276968/name/beaux-fr%C3%A8res-pinot-noir-ribbon-ridge-the-beaux-fr%C3%A8res-vineyard-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Ribbon Ridge']"
2019,94,$100,Pinot Noir Ribbon Ridge The Belles Soeurs,Beaux Frères,"A wine that uncoils patiently, with cherry and blueberry flavors laced with dusky spice, gathering speed and tension toward stony yet polished tannins. Drink now through 2030. 1,225 cases made.","Magazine Issue Oct 31, 2021",https://www.winespectator.com/wine/wine-detail/id/1276969/name/beaux-fr%C3%A8res-pinot-noir-ribbon-ridge-the-belles-soeurs-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Ribbon Ridge']"
2019,94,$115,Pinot Noir Ribbon Ridge The Upper Terrace,Beaux Frères,"Sleek and dynamic, with vibrant raspberry and strawberry flavors that pull in accents of fresh violet, smoky spice and a dash of tarragon. Builds intensity and layers as it glides toward fine-grained tannins. Drink now through 2030. 1,314 cases made.","Magazine Issue Mar 31, 2022",https://www.winespectator.com/wine/wine-detail/id/1283130/name/beaux-fr%C3%A8res-pinot-noir-ribbon-ridge-the-upper-terrace-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Ribbon Ridge']"
2019,94,$65,Pinot Noir Willamette Valley,Beaux Frères,"Vibrant and detailed, with impeccably structured raspberry and guava flavors that are laced with orange peel and black tea notes, building richness and sleek polish on the long finish. Drink now through 2030. 2,644 cases made.","Magazine Issue Oct 31, 2021",https://www.winespectator.com/wine/wine-detail/id/1276967/name/beaux-fr%C3%A8res-pinot-noir-willamette-valley-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley']"
2019,94,$85,Pinot Noir Chehalem Mountains Winery Block,Bergström,"Generous yet finely structured, offering vibrant raspberry and tart blueberry flavors that draw in orange peel and spice accents. Drink now through 2029. 231 cases made.",Magazine Issue Web Only - 2021,https://www.winespectator.com/wine/wine-detail/id/1281838/name/bergstr%C3%B6m-pinot-noir-chehalem-mountains-winery-block-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Chehalem Mountains']"
2019,94,$110,Pinot Noir Dundee Hills Bergström Vineyard,Bergström,"Combines brooding depth with handsome black cherry and plum flavors, which draw in black tea and spice box accents. Drink now through 2029. 428 cases made.",Magazine Issue Web Only - 2021,https://www.winespectator.com/wine/wine-detail/id/1281836/name/bergstr%C3%B6m-pinot-noir-dundee-hills-bergstr%C3%B6m-vineyard-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Dundee Hills']"
2019,94,$70,Pinot Noir Eola-Amity Hills Temperance Hill Vineyard,Bergström,"A compelling Pinot, with distinctive, multilayered black cherry and guava flavors that are laced with dusky spice and sassafras, finishing with fine-grained tannins. Drink now through 2030. 267 cases made.","Magazine Issue Feb 28, 2022",https://www.winespectator.com/wine/wine-detail/id/1281839/name/bergstr%C3%B6m-pinot-noir-eola-amity-hills-temperance-hill-vineyard-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']"
2019,94,$80,Pinot Noir Ribbon Ridge La Spirale,Bergström,"Expressive and elegantly structured, with generous raspberry and strawberry flavors and fresh violet notes that linger on a long, supple finish. Drink now through 2029. 511 cases made.",Magazine Issue Web Only - 2021,https://www.winespectator.com/wine/wine-detail/id/1281925/name/bergstr%C3%B6m-pinot-noir-ribbon-ridge-la-spirale-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Ribbon Ridge']"
2019,94,$60,Pinot Noir Yamhill-Carlton Gregory Ranch,Bergström,"Polished and expressive, with rose petal, black raspberry and spiced tea flavors that expand and flesh out on the savory finish. Drink now through 2029. 478 cases made.",Magazine Issue Web Only - 2021,https://www.winespectator.com/wine/wine-detail/id/1281926/name/bergstr%C3%B6m-pinot-noir-yamhill-carlton-gregory-ranch-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Yamhill-Carlton']"
2019,94,$68,Pinot Noir Eola-Amity Hills Cattrall Brothers Vineyard,Big Table Farm,"Showcases beautiful aromas of fresh violet and strawberry blossom, which lead to elegantly dynamic raspberry and spice flavors that dance on a savory finish. Drink now through 2030. 134 cases made.","Magazine Issue Mar 31, 2022",https://www.winespectator.com/wine/wine-detail/id/1284960/name/big-table-farm-pinot-noir-eola-amity-hills-cattrall-brothers-vineyard-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']"
2019,94,$64,Pinot Noir Eola-Amity Hills Pelos Sandberg Vineyard,Big Table Farm,"Floral and supple in texture, with expressive raspberry, sassafras and spiced cinnamon flavors that build richness and complexity on the plush finish. Drink now through 2029. 243 cases made.","Magazine Issue Nov 15, 2021",https://www.winespectator.com/wine/wine-detail/id/1278070/name/big-table-farm-pinot-noir-eola-amity-hills-pelos-sandberg-vineyard-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']"
2019,94,$80,Pinot Noir Oregon,Chev-Cali,"Plush in texture and multilayered, this Pinot offers expressive raspberry and smoky forest floor flavors, which unfurl toward rich and refined tannins. Drink now through 2030. 358 cases made.","Magazine Issue Aug 31, 2022",https://www.winespectator.com/wine/wine-detail/id/1286919/name/chev-cali-pinot-noir-oregon-2019,,Wine Spectator,,,['Oregon']
2019,94,$42,Pinot Noir Chehalem Mountains Margo,Colene Clemens,"Shows a simmering intensity beneath a polished texture as this red unfurls crushed stone, raspberry and hints of tarragon. Builds richness and tension toward medium-grained tannins. Drink now through 2030. 1,715 cases made.","Magazine Issue Nov 15, 2022",https://www.winespectator.com/wine/wine-detail/id/1288800/name/colene-clemens-pinot-noir-chehalem-mountains-margo-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Chehalem Mountains']"
2019,94,$105,Pinot Noir Dundee Hills Two Barns Vineyard,Domaine Serene,"Vivacious yet graceful, with multilayered raspberry and cherry flavors laced with fresh violet, orange peel and spice tea flavors that glide on the polished finish. Drink now through 2030. 545 cases made.","Magazine Issue Nov 15, 2022",https://www.winespectator.com/wine/wine-detail/id/1289302/name/domaine-serene-pinot-noir-dundee-hills-two-barns-vineyard-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Dundee Hills']"
2019,94,$105,Pinot Noir Yamhill-Carlton Abbey Oaks Vineyard,Domaine Serene,"Well-knit and alluring yet tense at the core, with polished raspberry, stony minerals, clove and toasty spice flavors that finish with fine-grained tannins. Drink now through 2030. 850 cases made.","Magazine Issue Nov 15, 2022",https://www.winespectator.com/wine/wine-detail/id/1289301/name/domaine-serene-pinot-noir-yamhill-carlton-abbey-oaks-vineyard-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Yamhill-Carlton']"
2019,94,$65,Pinot Noir Eola-Amity Hills Zéphirine,Drouhin Oregon Roserock,"A dynamic wine, impeccably structured and fleshy in texture, unfurling with raspberry, tart blueberry, stony minerals plus clove and other dusky spices. Finishes with snappy acidity and well-framed tannins. Drink now through 2030. 1,737 cases made.","Magazine Issue Jul 31, 2022",https://www.winespectator.com/wine/wine-detail/id/1287967/name/drouhin-oregon-roserock-pinot-noir-eola-amity-hills-z%C3%A9phirine-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']"
2019,94,$70,Pinot Noir Ribbon Ridge Reserve,Eminent Domaine,"Well-knit and harmonious, with stylish cherry and guava flavors that take on forest floor and stony mineral accents, finishing with fine-grained tannins. Drink now through 2030. 250 cases made.","Magazine Issue Mar 31, 2022",https://www.winespectator.com/wine/wine-detail/id/1286455/name/eminent-domaine-pinot-noir-ribbon-ridge-reserve-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Ribbon Ridge']"
2019,94,$75,Chardonnay Eola-Amity Hills La Source Seven Springs Estate,Evening Land,"A wine of depth and presence, this Chardonnay offers an array of intriguing flavors, from apple and stony mineral to lemon verbena and blanched almond. Takes on richness toward the steely finish. Drink now through 2023. 838 cases made.","Magazine Issue Aug 31, 2022",https://www.winespectator.com/wine/wine-detail/id/1287410/name/evening-land-chardonnay-eola-amity-hills-la-source-seven-springs-estate-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']"
2019,94,$100,Pinot Noir Eola-Amity Hills Summum Seven Springs Estate,Evening Land,"Refined and elegantly structured yet distinctive, with fresh violet, black tea, cranberry and pomegranate flavors that carry a flinty minerality on the sleek finish. Drink now through 2032. 412 cases made.","Magazine Issue Jul 31, 2022",https://www.winespectator.com/wine/wine-detail/id/1287407/name/evening-land-pinot-noir-eola-amity-hills-summum-seven-springs-estate-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']"
2019,94,$65,Pinot Noir Willamette Valley Freedom Hill Vineyard,Ken Wright,"Broad-shouldered in frame but remains elegant and polished, with vibrant black cherry and blueberry flavors highlighted by orange peel and black tea. Ends with refined tannins. Drink now through 2029. 754 cases made.",Magazine Issue Web Only - 2022,https://www.winespectator.com/wine/wine-detail/id/1290997/name/ken-wright-pinot-noir-willamette-valley-freedom-hill-vineyard-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley']"
2019,94,$65,Pinot Noir Yamhill-Carlton Hirschy Vineyard,Ken Wright,"Expressive and compelling, with vibrant raspberry and floral blueberry flavors laced with savory tea and orange peel as this moves toward polished tannins. Drink now through 2030. 494 cases made.","Magazine Issue Nov 15, 2022",https://www.winespectator.com/wine/wine-detail/id/1291570/name/ken-wright-pinot-noir-yamhill-carlton-hirschy-vineyard-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Yamhill-Carlton']"
2019,94,$65,Pinot Noir Yamhill-Carlton Shea Vineyard,Ken Wright,"A Pinot with presence and persistence, offering multilayered blueberry and pomegranate flavors highlighted by black tea and fresh violet as this builds richness toward medium-grained tannins. Drink now through 2030. 262 cases made.","Magazine Issue Nov 15, 2022",https://www.winespectator.com/wine/wine-detail/id/1290996/name/ken-wright-pinot-noir-yamhill-carlton-shea-vineyard-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Yamhill-Carlton']"
2019,94,$75,Pinot Noir Eola-Amity Hills Elton Vineyard,Lavinea,"A compelling red, loaded with tension and savory accents, featuring tart blueberry and cherry, black tea and dusky spices that build toward medium-grained tannins. Drink now through 2031. 224 cases made.","Magazine Issue Jul 31, 2022",https://www.winespectator.com/wine/wine-detail/id/1286773/name/lavinea-pinot-noir-eola-amity-hills-elton-vineyard-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']"
2019,94,$55,Chardonnay Eola-Amity Hills Lingua Franca Estate,Lingua Franca,"Takes time to reveal itself fully, slowly expanding and fleshing out with lemon verbena, nectarine, crushed stone and blanched almond accents that build richness on the savory, crisp finish. Drink now. 535 cases made.","Magazine Issue Aug 31, 2022",https://www.winespectator.com/wine/wine-detail/id/1289286/name/lingua-franca-chardonnay-eola-amity-hills-lingua-franca-estate-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']"
2019,94,$60,Chardonnay Willamette Valley Bunker Hill,Lingua Franca,"This white has a delicate richness and complexity, offering supple Meyer lemon, orange blossom and spicy lees accents that dance on the vibrant finish. Drink now. 520 cases made.","Magazine Issue Aug 31, 2022",https://www.winespectator.com/wine/wine-detail/id/1289285/name/lingua-franca-chardonnay-willamette-valley-bunker-hill-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley']"
2019,94,$55,Pinot Noir Eola-Amity Hills Lingua Franca Estate,Lingua Franca,"Dynamic yet nuanced, a red that marries elegance with a steely density, showing expressive violet, raspberry, stony mineral and spice box accents that pick up speed and tension toward well-framed tannins. Drink now through 2030. 535 cases made.","Magazine Issue Nov 15, 2022",https://www.winespectator.com/wine/wine-detail/id/1289287/name/lingua-franca-pinot-noir-eola-amity-hills-lingua-franca-estate-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']"
2019,94,$60,Pinot Noir Eola-Amity Hills The Plow,Lingua Franca,"A wine with presence and detail, boasting an ethereal structure that glides along with notes of raspberry, crushed stone, tea leaf and dusky spice. Builds tension and richness as this finishes with refined tannins. Drink now through 2030. 880 cases made.","Magazine Issue Nov 15, 2022",https://www.winespectator.com/wine/wine-detail/id/1289290/name/lingua-franca-pinot-noir-eola-amity-hills-the-plow-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']"
2019,94,$90,Pinot Noir Dundee Hills Nysa,Nicolas-Jay,"Precise and seductive, this Pinot unfurls slowly to floral raspberry and cherry, black tea and spicy vanilla flavors that build richness and structure on the polished finish. Drink now through 2030. 195 cases made.","Magazine Issue Nov 15, 2022",https://www.winespectator.com/wine/wine-detail/id/1291044/name/nicolas-jay-pinot-noir-dundee-hills-nysa-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Dundee Hills']"
2019,94,$70,Pinot Noir Willamette Valley L'Ensemble,Nicolas-Jay,"A wine with grace and tension, this opens with pretty violet aromas that lead to vibrant, steely raspberry and guava flavors accented by forest floor and spices. Ends with refined, mineral-tinged tannins. Drink now through 2020. 1,329 cases made.",Magazine Issue Web Only - 2022,https://www.winespectator.com/wine/wine-detail/id/1291049/name/nicolas-jay-pinot-noir-willamette-valley-l%27ensemble-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley']"
2019,94,$90,Pinot Noir Willamette Valley Own-Rooted,Nicolas-Jay,"Floral and savory, this Pinot offers elegance and dimension, with cherry and pomegranate flavors that mingle with orange peel, fresh violet and dusky spice. Finishes with polished tannins. Drink now through 2030. 342 cases made.",Magazine Issue Web Only - 2022,https://www.winespectator.com/wine/wine-detail/id/1291047/name/nicolas-jay-pinot-noir-willamette-valley-own-rooted-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley']"
2019,94,$125,Pinot Noir Willamette Valley Pas De Nom,Penner-Ash,"Lush in texture and elegantly complex, with pomegranate and raspberry flavors that layer in notes of tarragon and black tea, finishing with dusky spice tannins. Drink now through 2030. 125 cases made.","Magazine Issue Mar 31, 2022",https://www.winespectator.com/wine/wine-detail/id/1283494/name/penner-ash-pinot-noir-willamette-valley-pas-de-nom-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley']"
2019,94,$75,Pinot Noir Yamhill-Carlton Estate Vineyard,Penner-Ash,"Blends tension with fresh and lovely fruit, such as raspberry and blueberry. Draws in accents of black tea, forest floor and dusky spice as this builds richness toward medium-grained tannins. Drink now through 2030. 700 cases made.","Magazine Issue Jul 31, 2022",https://www.winespectator.com/wine/wine-detail/id/1287512/name/penner-ash-pinot-noir-yamhill-carlton-estate-vineyard-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Yamhill-Carlton']"
2019,94,$60,Pinot Noir Yamhill-Carlton Shea Vineyard,Purple Hands,"A wine with structure and tension wrapped in a silky package of raspberry, black tea, clove and spices, which builds toward fine-grained tannins. Drink now through 2030. 480 cases made.","Magazine Issue Dec 15, 2021",https://www.winespectator.com/wine/wine-detail/id/1278707/name/purple-hands-pinot-noir-yamhill-carlton-shea-vineyard-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Yamhill-Carlton']"
2019,94,$35,Pinot Noir Willamette Valley,Résonance,"Vibrant and impeccably structured, with floral raspberry, crushed stone and savory tea accents that build tension toward refined tannns. Drink now through 2031. 6,087 cases made.","Magazine Issue Mar 31, 2022",https://www.winespectator.com/wine/wine-detail/id/1283692/name/r%C3%A9sonance-pinot-noir-willamette-valley-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley']"
2019,94,$55,Pinot Noir Dundee Hills Prince Hill Vineyard,Soléna,"A structured and expressive red, with tart blueberry and black cherry flavors accented by clove, nutmeg and orange peel hints, gathering richness toward refined tannins. Drink now through 2030. 150 cases made.","Magazine Issue Oct 15, 2022",https://www.winespectator.com/wine/wine-detail/id/1289202/name/sol%C3%A9na-pinot-noir-dundee-hills-prince-hill-vineyard-2019,,Wine Spectator,,,"['Oregon', 'Willamette Valley', 'Dundee Hills']"
